OG	Kingdom	Description	0505-0101	R1W5
33XMT	Bacteria	-	0	6.7200425322467074
34BR3	Bacteria	-	0	3.920024981185793
32WR0	Bacteria	Protein of unknown function (DUF3792)	0	6.167007507745355
31XS8	Bacteria	-	0	5.612719351196087
345PJ	Bacteria	-	0	3.371449940704333
34BZE	Bacteria	Domain of unknown function (DUF4493)	0	7.051671460438068
32W4G	Bacteria	-	0	4.5054828375615426
30HSM	Bacteria	Domain of unknown function (DUF4854)	0	11.853832620943843
33P2X	Bacteria	Putative binding domain, N-terminal	0	10.825203847634109
31544	Bacteria	-	0	9.682183066998334
315WS	Bacteria	Psort location Cytoplasmic, score	0	5.6446830033423945
30WA4	Bacteria	Hypothetical bacterial integral membrane protein (Trep_Strep)	0	6.781343183523704
303DE	Bacteria	CotJB protein	0	17.384042070800522
2ZCAM	Bacteria	Psort location CytoplasmicMembrane, score	0	4.526056106367066
2ZKQ6	Bacteria	-	0	3.394542079775299
32U8W	Bacteria	-	0	6.2375684148530794
332Z1	Bacteria	Domain of unknown function (DUF4430)	0	10.196189863114688
30DS1	Bacteria	Aspartyl protease	0	6.812414240072978
32N4D	Bacteria	-	0	4.5416097560105175
343MS	Bacteria	-	0	19.89232922048961
32R90	Bacteria	PFAM HutP	0	5.690047565305357
2ZBEZ	Bacteria	-	0	16.60965925352363
30XX6	Bacteria	NVEALA protein	0	4.557270006575745
2ZANR	Bacteria	PKD-like family	0	2.278635042682153
32XWW	Bacteria	-	0	2.278635042682153
2Z8FQ	Bacteria	-	0	4.567771024650459
34BEW	Bacteria	-	0	6.859558950762166
2ZCKH	Bacteria	Colicin V production protein	0	8.500443775807195
33Q69	Bacteria	-	0	5.7295163793182695
2Z9II	Bacteria	PEGA domain	0	3.4377097015292657
COG1842	Bacteria	Lecithin retinol acyltransferase	0	13.749964489465965
30ZGY	Bacteria	COG NOG21901 non supervised orthologous group	0	4.588918031750413
2Z83W	Bacteria	-	0	13.472334010015738
COG2861	Bacteria	Divergent polysaccharide deacetylase	0	5.174510380198202
32UCI	Bacteria	-	0	6.899347961483203
30FGT	Bacteria	SMI1 / KNR4 family (SUKH-1)	0	5.756134227663817
2ZAI0	Bacteria	-	0	5.756134227663817
2ZAAD	Bacteria	-	0	7.854351346641283
30T0Y	Bacteria	-	0	6.5217032838799
32Q9P	Bacteria	Helix-turn-helix	0	8.077350390058774
3324K	Bacteria	Toxin ToxN, type III toxin-antitoxin system	0	6.923443078923864
33W65	Bacteria	-	0	4.615629086962523
33TJE	Bacteria	-	0	6.93151260324625
33H8K	Bacteria	-	0	5.783000417550705
30J26	Bacteria	-	0	5.783000417550705
30AZW	Bacteria	Protein of unknown function (DUF4099)	0	27.85455865146458
COG1852	Bacteria	Protein of unknown function DUF116	0	12.657150221752266
3389H	Bacteria	Late competence development protein ComFB	0	9.263610805192418
339MB	Bacteria	-	0	4.64265214487251
2ZA23	Bacteria	-	0	20.086449026310426
33R9M	Bacteria	-	0	8.715178450793246
COG3007	Bacteria	Involved in the fatty acid synthesis (FAS II). Catalyzes the reduction of a carbon-carbon double bond in an enoyl moiety that is covalently linked to a coenzyme A (CoA)	0	4.653550414867096
32WHV	Bacteria	-	0	13.212012116595965
342N6	Bacteria	-	0	5.837492791774918
31EVV	Bacteria	-	0	8.766565531499413
30WDS	Bacteria	-	0	10.503415610595512
30WGM	Bacteria	-	0	7.01325258277665
302EI	Bacteria	Fimbrillin-like	0	13.277898813588966
30J1X	Bacteria	-	0	4.675501459222567
COG3624	Bacteria	Phosphonate C-P lyase system protein PhnG	0	5.266148881684458
342G7	Bacteria	-	0	6.444013115125666
2ZBNI	Bacteria	CRISPR-associated protein Cas5	0	25.62008207546783
313I2	Bacteria	Gliding motility-associated lipoprotein GldH	0	17.942882000042168
COG2732	Bacteria	Barstar (barnase inhibitor)	0	10.72055885186291
3392Q	Bacteria	-	0	6.451639059854858
31J23	Bacteria	Psort location CytoplasmicMembrane, score	0	7.046489536842252
314HT	Bacteria	-	0	11.758081671776164
33AP4	Bacteria	-	0	11.758081671776164
335ET	Bacteria	COG NOG27987 non supervised orthologous group	0	26.2617067205464
32VYH	Bacteria	-	0	7.448956471507104
33SIT	Bacteria	Exopolysaccharide biosynthesis protein YbjH	0	19.814680258152297
308W8	Bacteria	COG NOG30864 non supervised orthologous group	0	13.232379116951225
32ZG8	Bacteria	-	0	7.0716270269326404
32V6H	Bacteria	Psort location Cytoplasmic, score 8.87	0	4.7144174926980265
COG1034	Bacteria	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	0	12.674668621718187
349K1	Bacteria	-	0	5.900037435626863
2ZU45	Bacteria	Helix-turn-helix domain	0	4.134948906293132
32PW4	Bacteria	-	0	4.134948906293132
336G4	Bacteria	-	0	4.731294790150658
33NN3	Bacteria	-	0	3.5484712895843944
33U06	Bacteria	-	0	4.144829228091611
2ZX1N	Bacteria	-	0	13.829569692961263
32PBV	Bacteria	-	0	3.5569603629891544
32V3N	Bacteria	-	0	5.9353672502136074
32SCP	Bacteria	Domain of unknown function (DUF3870)	0	4.154756901814693
2ZP5H	Bacteria	-	0	18.966768883864074
337AF	Bacteria	-	0	6.536732280501845
2Z8EP	Bacteria	-	0	19.279137869757726
2ZRKF	Bacteria	-	0	5.354655380330805
30NZW	Bacteria	Psort location Cytoplasmic, score	0	4.765414963974647
336XP	Bacteria	-	0	10.461848026919451
33AC4	Bacteria	-	0	4.174755802017304
30WDQ	Bacteria	-	0	7.17398991206141
315EH	Bacteria	-	0	8.978318059486808
2Z8DC	Bacteria	EpsG family	0	5.386990520537845
302CH	Bacteria	-	0	5.985545635619738
2ZDPX	Bacteria	helix_turn_helix, Lux Regulon	0	5.985545635619738
30173	Bacteria	Helix-turn-helix domain	0	31.328768729217547
3158Y	Bacteria	-	0	19.80012454441069
312M4	Bacteria	-	0	10.800067933314923
30JVN	Bacteria	Domain of unknown function (DUF4367)	0	11.61880831596852
33F2D	Bacteria	-	0	4.200026444774212
30W42	Bacteria	-	0	12.014621950678247
33ABX	Bacteria	Psort location CytoplasmicMembrane, score	0	10.068614638763464
309MI	Bacteria	Protein of unknown function (DUF3485)	0	3.6087610836356903
335YI	Bacteria	Domain of unknown function (DUF1827)	0	13.85039146088525
33Z16	Bacteria	-	0	12.0584709358997
30H9K	Bacteria	-	0	6.036578955691191
34CG9	Bacteria	-	0	64.38413557009487
2ZBFN	Bacteria	-	0	11.445609788023066
33RRR	Bacteria	-	0	4.835153082149558
3101Y	Bacteria	-	0	7.8667158717387755
33T1X	Bacteria	Conjugative transposon protein TraO	0	5.446188305146568
COG4916	Bacteria	TIR domain	0	7.261584669490625
2ZM6J	Bacteria	-	0	10.905691876944996
32T0P	Bacteria	-	0	7.876333591266542
30P6Z	Bacteria	-	0	6.058718147128109
32TWB	Bacteria	-	0	7.924773191940483
340A5	Bacteria	-	0	4.876783381519435
32ZHX	Bacteria	TIGRFAM C_GCAxxG_C_C family	0	3.6575879300823773
313RT	Bacteria	WYL_2, Sm-like SH3 beta-barrel fold	0	3.6575879300823773
2ZXK7	Bacteria	Zinc ribbon domain	0	9.155231468039572
33AA2	Bacteria	-	0	14.082347345388637
33BCY	Bacteria	-	0	8.544882493400774
32E44	Bacteria	-	0	8.487014029377555
2ZRP1	Bacteria	Psort location CytoplasmicMembrane, score	0	12.235876772952905
32WQ6	Bacteria	-	0	6.103486909999821
33GRI	Bacteria	-	0	3.6620922720615887
2Z9NT	Bacteria	HindVP restriction endonuclease	0	8.618123550956405
30FXQ	Bacteria	-	0	12.222025744092567
2Z9P9	Bacteria	-	0	3.6666076444392104
2ZP1A	Bacteria	-	0	8.565979706130765
30W1S	Bacteria	VRR_NUC	0	2.4474228294577616
319TB	Bacteria	-	0	11.877400642917634
30U96	Bacteria	-	0	6.738732754466553
32XMT	Bacteria	Psort location CytoplasmicMembrane, score 9.99	0	3.675672268275284
332R7	Bacteria	DpnD/PcfM-like protein	0	6.747073311435582
32T4N	Bacteria	Domain of unknown function (DUF4313)	0	4.91304234959509
COG4642	Bacteria	phosphatidylinositol-4-phosphate 5-kinase family protein K00889	0	18.648014794273777
33DMV	Bacteria	Protein of unknown function (DUF1573)	0	3.684781801590597
COG1483	Bacteria	Protein of unknown function (DUF499)	0	14.256116302509001
32X0X	Bacteria	Psort location Cytoplasmic, score	0	9.43048009053032
32Y8H	Bacteria	-	0	3.689353507788669
2Z8I5	Bacteria	-	0	13.45744880251592
30QX6	Bacteria	-	0	4.925248588475401
335HI	Bacteria	-	0	8.647475441124948
2Z8I0	Bacteria	-	0	10.633803271387002
33YB4	Bacteria	-	0	7.390943509264716
2ZBDR	Bacteria	ABC-2 family transporter protein	0	4.937515967278326
315TH	Bacteria	-	0	7.5878001145081235
33G7G	Bacteria	-	0	2.4687579048506034
33CG9	Bacteria	GDSL-like Lipase/Acylhydrolase	0	4.9436722689965285
2Z8AS	Bacteria	-	0	13.308114226375876
33ZEH	Bacteria	-	0	17.130257579364013
32593	Bacteria	-	0	3.717023656142513
2ZK1P	Bacteria	Cro/C1-type HTH DNA-binding domain	0	3.717023656142513
308WT	Bacteria	Psort location Cytoplasmic, score 8.96	0	18.8951685980719
343CP	Bacteria	-	0	4.96845261054412
COG3530	Bacteria	Putative quorum-sensing-regulated virulence factor	0	4.352850881394002
33BTW	Bacteria	-	0	5.603552696174722
34BAA	Bacteria	-	0	6.226170310233408
323WY	Bacteria	Virus attachment protein p12 family	0	6.226170310233408
31JVE	Bacteria	-	0	2.490468092577939
33QC2	Bacteria	-	0	6.377551891952632
30F47	Bacteria	-	0	5.6106011207586
30WKA	Bacteria	-	0	2.493600804514889
32QTI	Bacteria	-	0	7.490224343500659
33AEM	Bacteria	-	0	2.49988970737969
32UTK	Bacteria	-	0	2.49988970737969
33EM4	Bacteria	-	0	10.996821089178958
33YFV	Bacteria	-	0	8.521115924255607
347VH	Bacteria	-	0	5.012421039222639
2Z8RT	Bacteria	-	0	3.1327631495141497
30UHN	Bacteria	-	0	10.654564372119731
315DW	Bacteria	Psort location CytoplasmicMembrane, score 9.46	0	7.528148429004834
346EM	Bacteria	-	0	5.660441975973391
326MS	Bacteria	Leucine rich repeats (6 copies)	0	4.402566305221161
32WRG	Bacteria	-	0	4.402566305221161
2Z91H	Bacteria	-	0	13.686798046297946
30MI6	Bacteria	-	0	2.515752050601498
31R49	Bacteria	-	0	2.515752050601498
315RV	Bacteria	Domain of unknown function (DUF4373)	0	5.0378973201213295
33WPP	Bacteria	Protein of unknown function (DUF3847)	0	9.185057665339738
33I9H	Bacteria	-	0	4.413768226326258
32000	Bacteria	-	0	12.89366985480916
30W2E	Bacteria	-	0	5.044306769483038
315KH	Bacteria	-	0	9.730676952990166
32SX5	Bacteria	Domain of unknown function (DUF4315)	0	4.413768226326258
2ZCF1	Bacteria	Calycin-like beta-barrel domain	0	8.83878194383133
3266T	Bacteria	-	0	3.788049573331771
2Z8Q6	Bacteria	-	0	6.3644956032977245
2ZAFQ	Bacteria	-	0	35.20816158330099
33XKW	Bacteria	-	0	62.41733052076692
3251R	Bacteria	domain protein	0	3.797725202451188
319WH	Bacteria	-	0	6.329542004085314
315JG	Bacteria	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	0	6.730804655609492
COG4995	Bacteria	CHAT domain	0	11.195242986745278
2ZBJ9	Bacteria	Domain of unknown function (DUF4179)	0	3.812331813602598
COG3393	Bacteria	GNAT acetyltransferase	0	7.014507290595769
2ZBM1	Bacteria	Phage major capsid protein E	0	10.19649674455616
30U90	Bacteria	-	0	6.370220537649543
347V8	Bacteria	-	0	6.378418487324845
3344Y	Bacteria	Gliding motility-associated lipoprotein, GldH	0	4.464893098704511
2Z9J2	Bacteria	SusD family	0	7.898028178858984
30T97	Bacteria	-	0	9.820689258596573
32VJ4	Bacteria	Domain of unknown function (DUF4340)	0	9.297395970058991
33RK4	Bacteria	-	0	5.115903509790004
32PV0	Bacteria	-	0	5.122513082094291
300Y0	Bacteria	-	0	5.122513082094291
2ZHGU	Bacteria	-	0	9.563684915075676
2ZBYE	Bacteria	-	0	14.550767080648388
340UG	Bacteria	Winged helix-turn-helix DNA-binding	0	15.057014306637669
32CCV	Bacteria	COG NOG34011 non supervised orthologous group	0	9.62211971126868
3339B	Bacteria	-	0	3.205712453031841
COG4239	Bacteria	Binding-protein-dependent transport system inner membrane component	0	7.262061025124809
2Z8Q4	Bacteria	-	0	16.150689654524374
345RF	Bacteria	-	0	6.419729693026438
31P4Y	Bacteria	-	0	5.7777565661466745
32UZ0	Bacteria	Domain of unknown function (DUF3784)	0	12.012672958067792
339HX	Bacteria	-	0	15.157392823092511
3270U	Bacteria	Psort location CytoplasmicMembrane, score 9.99	0	5.146204408164591
32UDP	Bacteria	-	0	12.170655602926818
30HIU	Bacteria	-	0	6.4364045038796895
30X5W	Bacteria	-	0	3.861842859904934
2Z7VT	Bacteria	AIPR protein	0	10.255206434035248
334AX	Bacteria	-	0	5.155819370092755
30X6V	Bacteria	Outer membrane protein beta-barrel domain	0	11.041983479696782
33WAV	Bacteria	-	0	11.426894511041116
32SGF	Bacteria	YgiT-type zinc finger domain protein	0	5.169272437936177
32PKM	Bacteria	-	0	2.5812665504367276
2Z80V	Bacteria	Histidine carboxylase PI chain	0	7.753895774974694
33WXF	Bacteria	-	0	3.876947887487347
2Z87E	Bacteria	-	0	5.176011774998899
2Z9RD	Bacteria	-	0	4.529010362215456
30TUX	Bacteria	Psort location Cytoplasmic, score 8.87	0	9.579801351403711
2ZB5F	Bacteria	-	0	2.5913889894803024
2ZC2R	Bacteria	-	0	5.846582155218853
33R7K	Bacteria	-	0	7.804773487640007
334R8	Bacteria	-	0	5.2031826402475785
30E81	Bacteria	-	0	8.466282237989171
3036V	Bacteria	Sporulation and spore germination	0	5.210020384221828
2Z8RF	Bacteria	Psort location CytoplasmicMembrane, score 9.99	0	7.463864764055022
33Q7U	Bacteria	COG NOG25193 non supervised orthologous group	0	25.72975338742871
33SP1	Bacteria	-	0	6.681388864676281
33CSI	Bacteria	-	0	5.216875225313614
33QTF	Bacteria	-	0	10.730450361636919
33726	Bacteria	-	0	3.2648427158445843
331GE	Bacteria	-	0	10.264050449903126
2ZCDD	Bacteria	-	0	8.6061035682321
300NQ	Bacteria	-	0	3.922980103708345
33F8H	Bacteria	-	0	3.92816250003552
30HK0	Bacteria	-	0	13.215445170523903
311CF	Bacteria	-	0	14.032851899221193
33IST	Bacteria	Cysteine-rich CPCC	0	3.9333581328407874
2Z86T	Bacteria	Psort location Cytoplasmic, score	0	9.439736249355924
315JP	Bacteria	-	0	7.877136052750855
30XKM	Bacteria	-	0	3.28213995632239
COG2218	Bacteria	COG3209 Rhs family protein	0	5.9156873648907204
306E9	Bacteria	-	0	4.601090391549893
2ZCMW	Bacteria	-	0	3.94379170790808
COG4248	Bacteria	Protein kinase domain	0	18.250178263284255
2ZA2M	Bacteria	Putative zinc-binding metallo-peptidase	0	13.732986972964925
32AUY	Bacteria	-	0	2.6326859344525233
340FN	Bacteria	Psort location CytoplasmicMembrane, score	0	5.272374044604163
31THQ	Bacteria	-	0	10.300153574206963
33Q7G	Bacteria	Domain of unknown function (DUF5115)	0	8.945492933224694
30NPN	Bacteria	Protein of unknown function (Hypoth_ymh)	0	11.20547344490471
30W1R	Bacteria	-	0	3.964825259481534
33EGD	Bacteria	-	0	10.586983484719541
32R5H	Bacteria	Head fiber protein	0	10.586983484719541
2ZTGE	Bacteria	-	0	9.263609859729698
30H7M	Bacteria	-	0	3.308432250337727
33R05	Bacteria	-	0	4.631804929864849
33W4T	Bacteria	-	0	10.702237596469871
2ZYXX	Bacteria	-	0	5.300568373248153
30M49	Bacteria	-	0	3.975426496604655
2ZDI2	Bacteria	-	0	10.234905458493328
32AGA	Bacteria	-	0	3.9860842251253477
334TF	Bacteria	Helix-turn-helix XRE-family like proteins	0	4.656673908542518
340FC	Bacteria	-	0	6.652391523028054
32F5F	Bacteria	-	0	3.9914347562397126
30J1D	Bacteria	Sulfatase-modifying factor enzyme 1	0	3.9914347562397126
30YW4	Bacteria	-	0	7.327466087650101
33U1T	Bacteria	-	0	5.3290661954255345
330U0	Bacteria	Protein of unknown function (DUF2971)	0	3.9967994692948903
314VS	Bacteria	-	0	5.336238554414403
COG1494	Bacteria	fructose-1,6-bisphosphatase	0	10.31286019923228
33DTJ	Bacteria	PrgI family protein	0	4.002178915810802
2ZMG0	Bacteria	-	0	4.002178915810802
2Z9RG	Bacteria	Domain of unknown function (DUF4396)	0	3.3351488995376015
COG5546	Bacteria	Bacteriophage holin	0	29.123430132448753
COG3231	Bacteria	Phosphotransferase enzyme family	0	4.675501459222567
33KAZ	Bacteria	-	0	17.38958303386458
32TKD	Bacteria	TIR domain	0	8.025961339638604
33BYS	Bacteria	Cro/C1-type HTH DNA-binding domain	0	10.04600941299373
33A9F	Bacteria	KTSC domain	0	10.04600941299373
33ER3	Bacteria	-	0	5.35787208087279
30HD0	Bacteria	Cro/C1-type HTH DNA-binding domain	0	5.365122204170448
30MU4	Bacteria	-	0	4.694481623343472
32TUZ	Bacteria	EamA-like transporter family	0	2.6825610626909437
30HBY	Bacteria	Helix-turn-helix XRE-family like proteins	0	4.034760900576542
32TFD	Bacteria	-	0	6.052140878133451
330ZR	Bacteria	-	0	7.407112655139437
33EGZ	Bacteria	-	0	6.060364040147975
336SI	Bacteria	Spore cortex protein YabQ (Spore_YabQ)	0	6.742899881408666
33U70	Bacteria	-	0	2.697159952563466
30H2V	Bacteria	-	0	35.01485771180827
32ZIY	Bacteria	-	0	10.857850281441985
COG0386	Bacteria	Belongs to the glutathione peroxidase family	0	5.409038474822201
30J6F	Bacteria	-	0	6.09348076287091
333F0	Bacteria	Domain of unknown function (DUF4352)	0	6.09348076287091
32YEJ	Bacteria	-	0	6.779797351975128
30W9J	Bacteria	-	0	5.423837566425862
32WCM	Bacteria	-	0	6.101817065257694
32NWW	Bacteria	-	0	11.541442283350417
COG3211	Bacteria	Phosphatase	0	19.45238201627946
33PQ2	Bacteria	-	0	17.568938336259595
30JVW	Bacteria	-	0	7.37207569763047
30M24	Bacteria	-	0	6.798396967350892
COG2831	Bacteria	Haemolysin secretion/activation protein ShlB/FhaC/HecB	0	27.67570712312265
33FI4	Bacteria	-	0	8.31496282044384
33G08	Bacteria	Protein of unknown function (DUF4241)	0	7.211530297278044
30QUC	Bacteria	-	0	8.850055798891773
2Z7ZW	Bacteria	Domain of Unknown Function with PDB structure (DUF3857)	0	34.19324611644859
2ZPR7	Bacteria	Calycin-like beta-barrel domain	0	3.4038674937452047
33E4U	Bacteria	-	0	3.4038674937452047
2Z99A	Bacteria	-	0	6.428189299509732
32RYR	Bacteria	Domain of unknown function (DUF4112)	0	7.498809932891505
32VZN	Bacteria	-	0	3.408549897870175
33EHA	Bacteria	-	0	17.806315819158534
32PDF	Bacteria	-	0	5.468724433349119
33V3E	Bacteria	Fimbrillin-like	0	2.73436225606884
34893	Bacteria	Sigma-70, region 4	0	6.845347858182309
32954	Bacteria	-	0	3.4226737715140345
334MB	Bacteria	-	0	9.596741285761597
2ZEW2	Bacteria	-	0	6.854815879445941
3135S	Bacteria	-	0	9.596741285761597
33SE8	Bacteria	Outer membrane protein beta-barrel domain	0	6.854815879445941
32RPH	Bacteria	Domain of unknown function (DUF4363)	0	3.4274079397229706
32ZC1	Bacteria	Domain of unknown function (DUF3783)	0	3.4274079397229706
2ZC0J	Bacteria	-	0	3.4321547141015185
30YSK	Bacteria	-	0	5.499064095695261
33S95	Bacteria	-	0	4.124297953588605
2Z82R	Bacteria	tagaturonate epimerase	0	10.551607657613715
32FYB	Bacteria	-	0	2.753350850565672
2ZN3V	Bacteria	-	0	2.753350850565672
339RK	Bacteria	Uncharacterized protein pXO2-11	0	2.7571802897393227
34C56	Bacteria	-	0	2.7571802897393227
2ZJ0Y	Bacteria	Protein of unknown function (DUF4230)	0	10.939571272929408
COG4817	Bacteria	Protein of unknown function (DUF1048)	0	6.3495396436709655
33A90	Bacteria	YvrJ protein family	0	9.677048889269923
2Z9S5	Bacteria	Psort location Cytoplasmic, score 8.96	0	2.764871156242012
317GS	Bacteria	Psort location CytoplasmicMembrane, score	0	4.153098954145137
30RQN	Bacteria	Psort location Cytoplasmic, score 8.96	0	2.768732425993931
30XC4	Bacteria	Domain of unknown function (DUF4133)	0	2.768732425993931
343T8	Bacteria	-	0	6.93151260324625
33UTB	Bacteria	-	0	6.941220929618097
32TKW	Bacteria	-	0	7.6353426286371056
2Z8MW	Bacteria	-	0	12.658477336258088
349TJ	Bacteria	-	0	4.865668994504577
32X69	Bacteria	-	0	10.433968694938622
arCOG01324	Archaea	Phosphorylase superfamily	0	6.273457155484962
33A96	Bacteria	-	0	4.182305321843229
33V27	Bacteria	Dihydro-orotase-like	0	9.074423557174804
33B66	Bacteria	Protein of unknown function (DUF2577)	0	6.980326055637725
2ZVWG	Bacteria	-	0	4.188195475805514
325UB	Bacteria	-	0	2.79213050104365
30781	Bacteria	-	0	8.388205138616433
344F8	Bacteria	-	0	7.000044468566486
2ZCZS	Bacteria	Domain of unknown function (DUF4959)	0	5.600035574853189
2ZNQS	Bacteria	-	0	5.089177799905722
3358Y	Bacteria	-	0	7.767447092152523
340X1	Bacteria	-	0	6.308950613910975
32RFW	Bacteria	-	0	10.64739973440975
32NT1	Bacteria	-	0	7.92671139051821
32W9T	Bacteria	-	0	13.219692661797286
311GU	Bacteria	Domain of unknown function (DUF4493)	0	18.543495072313092
33XXN	Bacteria	Cro/C1-type HTH DNA-binding domain	0	3.504972677089573
COG1583	Bacteria	CRISPR associated protein Cas6	0	7.7838394460179225
COG5386	Bacteria	Cell surface protein	0	4.211925014327449
30WJV	Bacteria	-	0	3.509937380625274
2ZQ45	Bacteria	-	0	2.811932981366007
32MNU	Bacteria	-	0	2.811932981366007
33NKM	Bacteria	-	0	11.898672372308178
31ZZU	Bacteria	-	0	4.927872247525737
33UR1	Bacteria	-	0	2.8159269310530846
2ZS08	Bacteria	-	0	4.93488206571518
31H68	Bacteria	Lipopolysaccharide-assembly	0	4.229898890959138
339FH	Bacteria	-	0	3.5299367535592463
303MT	Bacteria	-	0	3.5299367535592463
COG1912	Bacteria	S-adenosyl-l-methionine hydroxide adenosyltransferase	0	12.772830106881214
30JHH	Bacteria	Domain of unknown function (DUF4358)	0	15.422050687338624
2ZB10	Bacteria	Domain of unknown function (DUF4314)	0	10.795396874742602
346SG	Bacteria	-	0	4.2419669347050855
33RM3	Bacteria	-	0	13.452086137963304
32E6F	Bacteria	Putative amidase domain	0	12.812156786331759
3323M	Bacteria	-	0	7.892167885760962
2Z981	Bacteria	-	0	8.01230287001908
33TTK	Bacteria	-	0	10.635261174902539
30PZB	Bacteria	-	0	8.508208782344912
339UG	Bacteria	-	0	8.508208782344912
3443P	Bacteria	Helix-turn-helix domain	0	4.963121461415533
33QNF	Bacteria	Psort location Cytoplasmic, score	0	8.520398633204728
33EP5	Bacteria	-	0	3.550166031511503
33WXJ	Bacteria	Domain of unknown function (DUF5041)	0	2.8401325888435225
331AH	Bacteria	Psort location Extracellular, score 8.82	0	8.18515646164855
